[TABLES]
## FDA_FOOD.FOOD_EVENTS
products_role: TEXT | NULL | eg=["SUSPECT", "CONCOMITANT"]
area_water_meters: NUMBER | Current water area | eg=[116922, 3809383]
geo_id: TEXT | Unique identifier for each block group. Census block group identifier; a concatenation of the current state FIPS code, county FIPS code, census tract code, and block group number. | eg=["050990902001", "050134801001"]
internal_point_geom: BINARY | Geographical representation of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=["bytearray(b'\\x01\\x01\\x00\\x00\\x001J+\\x19\\xdbXW\\xc0%\\xa9L1\\x07\\xe3@@')", "bytearray(b'\\x01\\x01\\x00\\x00\\x00\\x9a\\xfa/\\xc6\\xf6\\x19W\\xc0Qz\\xf0$3\\xc5@@')"]

## GEO_US_BOUNDARIES.ADJACENT_STATES
state: TEXT | NULL | eg=["AR", "CA"]
neighbors_fips_code: VARIANT | NULL | eg=[["47","48","29","28","22","40"], ["04","32","41"]]
state_fips_code: TEXT | NULL | eg=["05", "06"]
state_name: TEXT | NULL | eg=["Arkansas", "California"]
neighbors_state: VARIANT | NULL | eg=[["Tennessee","Texas","Missouri","Mississippi","Louisiana","Oklahoma"], ["Arizona","Nevada","Oregon"]]

## GEO_US_BOUNDARIES.METROPOLITAN_DIVISIONS
area_land_meters: FLOAT | NULL | eg=[2882492193.0, 1853770821.0]
name: TEXT | NULL | eg=["Boston, MA", "Lake County-Kenosha County, IL-WI"]
csa_code: TEXT | NULL | eg=["148", "176"]
internal_point_geom: BINARY | NULL | eg=["bytearray(b'\\x01\\x01\\x00\\x00\\x00&d1\\xfb\\x06\\xb8Q\\xc0\\x89\\xaf\\xc0\\xa1\\x01\\x08E@')", "bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xd1u\\xe1\\x07\\xe7\\xdbU\\xc0j\\x89\\x95\\xd1\\xc8)E@')"]
mtfcc_feature_class_code: TEXT | NULL | eg=["G3120"]
internal_point_latitude: FLOAT | NULL | eg=[42.0625498, 42.326441]
geo_id: TEXT | NULL | eg=["1446014454", "1698029404"]
area_water_meters: FLOAT | NULL | eg=[1411373083.0, 3643100055.0]
metdiv_geom: BINARY | NULL | eg=["bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\x04\\x10\\x00\\x00}\\xe5Az\\x8a\\xcaQ\\xc0\\x96\\xc5\\xc4\\xe6\\xe3&E@hv\\xdd[\\x91\\xcaQ\\xc0SQ\\xbc\\xca\\xda&E@\\x8c\\xa01\\x93\\xa8\\xcaQ\\xc0E\\xb0q\\xfd\\xbb&E@\\x98\\xb9\\xc0\\xe5\\xb1\\xcaQ\\xc0\\x9f\\xde\\x8c\\x9a\\xaf&E@\\xaa\\xd6\\xc2,\\xb4\\xcaQ\\xc0\\x90\\xdb/\\x9f\\xac&E@\\xea\\x91\\x06\\xb7\\xb5\\xcaQ\\xc0\\x83\\x95\\n*\\xaa&E@h\\x1e\\xc0\"\\xbf\\xcaQ\\xc0=\\xcc^\\xb6\\x9d&E@\\x19\\x19\\xe4.\\xc2\\xcaQ\\xc0\\xe1_\\x04\\x8d\\x99&E@\\xd7\\xc1\\xc1\\xde\\xc4\\xcaQ\\xc0\\x0c\\x8f\\xfd,\\x96&E@\\xb3\\xd19?\\xc5\\xcaQ\\xc0\\xb84~\\xe1\\x95&E@#\\xf7tu\\xc7\\xcaQ\\xc0\\xea \\xaf\\x07\\x93&E@Y\\xa6_\"\\xde\\xcaQ\\xc0\\xf4\\xa7\\x8d\\xeat&E@\\xa1\\xbd\\xfax\\xe8\\xcaQ\\xc0\\x7f\\x8e\\x8f\\x16g&E@t\\x90\\xd7\\x83I\\xcbQ\\xc0\\xdb#\\x9b\\xab\\xe6%E@-\\xed\\xd4\\\\n\\xcbQ\\xc0\\x8a\\x89\\xcd\\xc7\\xb5%E@\\xd8x\\xb0\\xc5n\\xcbQ\\xc0WH\\xf9I\\xb5%E@\\x03\\xe7\\x8c(\\xed\\xcbQ\\xc0=tA}\\xcb$E@Z\\x7fK\\x00\\xfe\\xcbQ\\xc0\\x1fh\\x05\\x86\\xac$E@\\x1c\\xce\\xfcj\\x0e\\xccQ\\xc0\\xf3\\xad\\x0f\\xeb\\x8d$E@\\xef\\xa4\\x85\\xcb*\\xccQ\\xc0\\xb9\\xd7I}Y$E@9\\xd6\\xc5m4\\xccQ\\xc0&A\\x7f\\xa1G$E@=+i\\xc57\\xccQ\\xc0&TpxA$E@\\xe1].\\xe2;\\...", "bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\xb6\\x07\\x00\\x00\\xa8\\x8b\\x14\\xca\\xc2\\x0cV\\xc0\\xce\\x15\\xa5\\x84`?E@\\xa8\\x8b\\x14\\xca\\xc2\\x0cV\\xc0\\xd5\\x06\\'\\xa2_?E@\\xa8\\x8b\\x14\\xca\\xc2\\x0cV\\xc0@\\xf1c\\xcc]?E@\\x90IF\\xce\\xc2\\x0cV\\xc0\\xd1\\xfc1\\xadM?E@_\\xc5\\xa9\\xd6\\xc2\\x0cV\\xc0\\x02\\xc6\\xfa\\x06&?E@0A\\r\\xdf\\xc2\\x0cV\\xc0\\x0f\\xd2S\\xe4\\x10?E@0A\\r\\xdf\\xc2\\x0cV\\xc0\\xd8\\x05\\x83k\\xee>E@0A\\r\\xdf\\xc2\\x0cV\\xc0L\\xc4[\\xe7\\xdf>E@\\x8ari\\xfc\\xc2\\x0cV\\xc0b\\xb3#\\xd5w>E@\\x13B\\x07]\\xc2\\x0cV\\xc0\\xcc\\x8d\\xe9\\tK>E@a\\xf9\\xf3m\\xc1\\x0cV\\xc0\\xd4\\x04Q\\xf7\\x01>E@!>\\xb0\\xe3\\xbf\\x0cV\\xc0K\\xdfk\\x08\\x8e=E@\\xeb\\xfc\\xdbe\\xbf\\x0cV\\xc0\\x99\\xf2!\\xa8\\x1a=E@3\\xc3FY\\xbf\\x0cV\\xc0\\xcd\\x16\\x10Z\\x0f=E@\\x9ey9\\xec\\xbe\\x0cV\\xc0\\\\\\x02\\xf0O\\xa9<E@\\xce\\xfd\\xd5\\xe3\\xbe\\x0cV\\xc0\\x9f<,\\xd4\\x9a<E@\\x94\\xff\\xc9\\xdf\\xbd\\x0cV\\xc0X\\xe4\\xd7\\x0f\\xb1;E@\\x88\\x9f\\xff\\x1e\\xbc\\x0cV\\xc0\\xf7\\x98Hi6;E@\\xee\\xb2_w\\xba\\x0cV\\xc0\\x89\\x8c\\x0eH\\xc2:E@\\x06\\xf5-s\\xba\\x0cV\\xc0\\x81#\\x81\\x06\\x9b:E@6y\\xcaj\\xba\\x0cV\\xc0\\xb0\\x84\\xb51v:E@}?5^\\xba\\x0cV\\xc0\\xd1\\x16\\xd7\\xf8L:E@\\x..."]
lsad_code: TEXT | NULL | eg=["M3"]
internal_point_longitude: FLOAT | NULL | eg=[-70.8754261, -87.435976]
cbsa_code: TEXT | NULL | eg=["14460", "16980"]
metdiv_code: TEXT | NULL | eg=["14454", "29404"]
lsad_name: TEXT | NULL | eg=["Boston, MA Metro Division", "Lake County-Kenosha County, IL-WI Metro Division"]

## GEO_US_BOUNDARIES.CBSA
area_water_meters: FLOAT | NULL | eg=[13133694.0, 2610802947.0]
cbsa_fips_code: TEXT | NULL | eg=["26540", "26090"]
name: TEXT | NULL | eg=["Huntington, IN", "Holland, MI"]
cbsa_geom: BINARY | NULL | eg=["bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00x\\x03\\x00\\x00\\xe8+H3\\x16iU\\xc0I4\\x81\"\\x16uD@k\\ndv\\x16iU\\xc0\\x8a\\x92\\x90H\\xdbtD@\\xcb\\x12\\x9de\\x16iU\\xc0j\\xee\\xe8\\x7f\\xb9tD@)\\x1b\\xd6T\\x16iU\\xc0Q\\xd3.\\xa6\\x99tD@<\\x86\\xc7~\\x16iU\\xc0\\x84\\xd6\\xc3\\x97\\x89tD@R\\xc8\\x95z\\x16iU\\xc0\\x8cz\\x88FwtD@\\xe2Tka\\x16iU\\xc0\\xde2\\xa7\\xcbbtD@\\r\\x02+\\x87\\x16iU\\xc0>5^\\xbaItD@`vO\\x1e\\x16iU\\xc0\\x96Y\\x84b+tD@\\xd1\\xe9y7\\x16iU\\xc0\\xb42\\xe1\\x97\\xfasD@M\\x0b^\\xf4\\x15iU\\xc0U\\x82\\xc5\\xe1\\xccsD@\\xe9_\\x92\\xca\\x14iU\\xc0\\x15q:\\xc9VsD@r/0+\\x14iU\\xc0#0\\xd670sD@\\xe2\\xa2ZD\\x14iU\\xc0\\x95\\xe8,\\xb3\\x08sD@\\xc0\\xccw\\xf0\\x13iU\\xc0\\xa4,C\\x1c\\xebrD@\\xb48c\\x98\\x13iU\\xc0\\xe6f\\x7f\\xa0\\xdcrD@\\xaf{+\\x12\\x13iU\\xc0\\n\\xcfK\\xc5\\xc6rD@\\xc6\\xbd\\xf9\\r\\x13iU\\xc0\\xa4\\t\\xdbO\\xc6rD@\\xde\\xff\\xc7\\t\\x13iU\\xc0\\xdc~\\xf9d\\xc5rD@\\xf0\\x84^\\x7f\\x12iU\\xc0\\xb7:\\x00\\xe2\\xaerD@\\xd8\\\\5\\xcf\\x11iU\\xc0#`tysrD@\\xf1\\x9e\\x03\\xcb\\x11iU\\xc0%\\x94\\xbe\\x10rrD@\\xa9\\xd8\\x98\\xd7\\x11iU\\xc0+\\xfaC3OrD@ #\\xa0\\xc2\\x11iU\\xc0\\x06\\xd30|DrD@\\x97m\\xa7\\xad\\x11iU\\xc0^\\xcd\\x01\\x829rD@\\xaf\\xa...", "bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\x7f\\x03\\x00\\x00\\xdd\\xcb}r\\x14rU\\xc0\\xc3d\\xaa`TbE@,\\x9b9$\\xb5rU\\xc0\\xd7kzPPbE@\\x03\\xec\\xa3SWsU\\xc0\\x00\\x9bs\\xf0LbE@0^\\xf3\\xaa\\xcesU\\xc0\\xf6TN{JbE@\\xbdU\\xd7\\xa1\\x9atU\\xc0\\xf9\\xf0,AFbE@G\\xb2G\\xa8\\x19uU\\xc0\\x94_\\x06cDbE@\\xa5\\xbcVBwuU\\xc0\\x95\\x93P\\xfaBbE@J\\x02\\xd4\\xd4\\xb2uU\\xc0\\xcc\\x08o\\x0fBbE@+\\xd8F<\\xd9uU\\xc0\\xf6\\xcf\\xd3\\x80AbE@e\\x80\\x0b\\xb2evU\\xc016t\\xb3?bE@7\\x89A`\\xe5vU\\xc0[\\xfd\\xd8$?bE@\\xd2n\\xf41\\x1fwU\\xc03j\\xbeJ>bE@D\\xfbX\\xc1owU\\xc0 \\xff\\xcc >bE@\\xbe\\x83\\x9f8\\x80wU\\xc0\\x81\\x07\\x06\\x10>bE@\\xe0\\xd0[<\\xbcwU\\xc0\\x9e \\xb1\\xdd=bE@sZ\\xb7A\\xedwU\\xc0\\\\1#\\xbc=bE@o\\xd4\\n\\xd3\\xf7wU\\xc0\\x8c\\xb5\\xbf\\xb3=bE@\\xbbB\\x1f,cxU\\xc0h\\xdf\\xdc_=bE@\\x92\\xe1x>\\x03yU\\xc0U\\x0cW\\x07@bE@Fy\\xe6\\xe5\\xb0yU\\xc0\\xf5\\x9b\\x89\\xe9BbE@s\\xf5c\\x93\\xfcyU\\xc0\\xf8\\xbc\\xe2\\xa9GbE@\\xee,z\\xa7\\x02zU\\xc0\\xbc\\x8a\\x8c\\x0eHbE@\\xe6X\\xdeU\\x0fzU\\xc0R\\x08\\xe4\\x12GbE@\\x97\\x1f\\xb8\\xca\\x13zU\\xc0_\\xb6\\x9d\\xb6FbE@\\xa1\\x7f\\x82\\x8b\\x15zU\\xc0\\x1c\\xc7\\x0f\\x95FbE@4\\xf9f\\x9b\\x1bzU\\xc0\\xff\\xadd\\xc7FbE..."]
csa_geo_id: TEXT | NULL | eg=["258", "266"]
lsad_code: TEXT | NULL | eg=["M2", "M1"]
msa_indicator: TEXT | NULL | eg=["2", "1"]
area_land_meters: FLOAT | NULL | eg=[991056705.0, 2137395807.0]
internal_point_geom: BINARY | NULL | eg=["bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xa2\\x9chW\\xa1^U\\xc0\\xfeN\\xa4E\\xc7iD@')", "bytearray(b'\\x01\\x01\\x00\\x00\\x00\\x02\\x94\\xd0\\xa7\\x9f\\xa8U\\xc0\\xcc\\xee\\xc9\\xc3BLE@')"]
lsad_name: TEXT | NULL | eg=["Huntington, IN Micro Area", "Holland, MI Micro Area"]
internal_point_longitude: FLOAT | NULL | eg=[-85.4785975, -86.6347446]
internal_point_latitude: FLOAT | NULL | eg=[40.8263938, 42.5957875]
mtfcc_feature_class_code: TEXT | NULL | eg=["G3110"]
geo_id: TEXT | NULL | eg=["26540", "26090"]

## GEO_US_BOUNDARIES.CONGRESS_DISTRICT_116
lsad_name: TEXT | NULL | eg=["Congressional District 25", "Congressional District 26"]
congress_session: TEXT | NULL | eg=["116"]
lsad_code: TEXT | NULL | eg=["C2"]
int_point_lon: FLOAT | NULL | eg=[-81.2029593, -118.2802639]
district_geom: BINARY | NULL | eg=["bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\x9e\\x0c\\x00\\x00\\x0f@j\\x13\\'pT\\xc0\\xc5E\\xb5\\x88(>:@.\\xa7\\x04\\xc4$pT\\xc0\\xfc\\xfdb\\xb6d=:@\\x82\\x1b)[$pT\\xc0\\xbftZ\\xb7A=:@f\\x9e\\\\S pT\\xc0\\xf3:\\xe2\\x90\\r<:@\\xfb\\xcd\\xc4t!pT\\xc0\\x92E\\x9ax\\x07<:@C\\x16i\\xe2\\x1dpT\\xc0\\x11TT\\xfdJ;:@y\\x8b\\x87\\xf7\\x1cpT\\xc0\\xd3\\x01\\x10w\\xf5::@\\xfd\\x83H\\x86\\x1cpT\\xc0\\xa7\\x9b\\xc4 \\xb0::@\\'K\\xad\\xf7\\x1bpT\\xc0Wg|_\\\\::@]\\xa6&\\xc1\\x1bpT\\xc06\\'\\xf6\\xd0>::@\\xfe\\xb7\\x92\\x1d\\x1bpT\\xc0\\xf9<Fy\\xe69:@E~\\xfd\\x10\\x1bpT\\xc0K\\xde\\x003\\xdf9:@\\xbd\\xe2\\xa9G\\x1apT\\xc0M\\xbc\\x03<i9:@\\x9a&l?\\x19pT\\xc0S.T\\xfe\\xb58:@vP\\x89\\xeb\\x18pT\\xc0YZ\\r\\x89{8:@\\x1d9\\xd2\\x19\\x18pT\\xc0\\xa5\\x12\\x9e\\xd0\\xeb7:@\\xa01\\x93\\xa8\\x17pT\\xc0&\\t\\x89\\xb4\\x8d7:@;l\"3\\x17pT\\xc02~\\xe1\\x95$7:@\\x822\\x8d&\\x17pT\\xc0.\\x0cXr\\x157:@\\xe3:\\xc6\\x15\\x17pT\\xc0\\'\\xad\\xbf%\\x007:@q\\xc7\\x9b\\xfc\\x16pT\\xc0\\xd6\\xe4)\\xab\\xe96:@x\\xecg\\xb1\\x14pT\\xc0\\xc3\\x1c\\x04\\x1d\\xad6:@\\xb9\\xf5\\x9a\\x1e\\x14pT\\xc06,\\r\\xfc\\xa86:@=\\x08\\x01\\xf9\\x12pT\\xc0\\xa8;\\x16\\xdb\\xa46:@\\x15\\x8f\\x8bj\\x11pT\\xc0\\xb1\\xc8v\\xbe\\x...", "bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\x1b\\x15\\x00\\x00\\xd5G\\xe0\\x0f?\\xb9]\\xc0\\x97\\x85vN\\xb3hA@\\xea\\xf8\\xf6\\xaeA\\xb9]\\xc0\\x98\\x85vN\\xb3hA@\\xc8_Z\\xd4\\'\\xb9]\\xc0d?\\x8b\\xa5HhA@\\xf0\\xea\\xe3\\xa1\\xef\\xb8]\\xc0\\x05Wy\\x02agA@^\\x8b\\xa4\\xdd\\xe8\\xb8]\\xc06=((EgA@\\xf8\\xc53h\\xe8\\xb8]\\xc0\\x000\\x9eACgA@\\x13\\x7f\\x14u\\xe6\\xb8]\\xc0\\x9a\\xb1h:;gA@\\xa1\\x8b\\x14\\xca\\xc2\\xb8]\\xc0O\\x88\\x80C\\xa8fA@\\xb4Ss\\xb9\\xc1\\xb8]\\xc0@\\xb9m\\xdf\\xa3fA@\\x9d\\xa0M\\x0e\\x9f\\xb8]\\xc0\\xf4\\xf3\\xa6\"\\x15fA@F\\xfcQ\\xd4\\x99\\xb8]\\xc0\\x0b\\xae\\xb9\\xa3\\xffeA@\\x1b\\r\\xe0-\\x90\\xb8]\\xc0,\\x0c\\x91\\xd3\\xd7eA@\\x1e\\xc3c?\\x8b\\xb8]\\xc0\\x90/\\xa1\\x82\\xc3eA@7\\xce\\xa6#\\x80\\xb8]\\xc0\\xbd\\x0b[\\xb3\\x95eA@\\x9c\\x90\\xd6\\x18t\\xb8]\\xc0TId\\x1fdeA@\\x97\\x94I\\rm\\xb8]\\xc0iJ\\xb2\\x0eGeA@\\xc4\\xf7\\x8cDh\\xb8]\\xc0r\"\\xc1T3eA@\\xb0\\x91$\\x08W\\xb8]\\xc0\\x93\\x8d\\x07[\\xecdA@E\\xd8\\xf0\\xf4J\\xb8]\\xc0whX\\x8c\\xbadA@D6\\x90.6\\xb8]\\xc0$\\xab\"\\xdcddA@K}\\xe7\\x17%\\xb8]\\xc0xW=`\\x1edA@?\\xa7 ?\\x1b\\xb8]\\xc0\\x11\\x1a\\xc1\\xc6\\xf5cA@\\x90\\xdd\\x05J\\n\\xb8]\\xc0;\\xffv\\xd9\\xafcA@qY\\x85\\xcd\\x00\\xb8]\\x..."]
state_fips_code: TEXT | NULL | eg=["12", "06"]
geo_id: TEXT | NULL | eg=["1225", "0625"]
mtfcc_feature_class_code: TEXT | NULL | eg=["G5200"]
area_water_meters: NUMBER | NULL | eg=[447055139, 30761909]
int_point_lat: FLOAT | NULL | eg=[26.204284, 34.588062]
district_fips_code: TEXT | NULL | eg=["25", "26"]
int_point_geom: BINARY | NULL | eg=["bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xd2\\xfa\\x00I\\xfdLT\\xc0\\x99\\x18\\xcb\\xf4K4:@')", "bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xf6/\\xff\\xd7\\xef\\x91]\\xc0\\x9b\\x02\\x99\\x9dEKA@')"]
area_land_meters: NUMBER | NULL | eg=[9077459676, 4378881284]
functional_status: BOOLEAN | NULL | eg=[false]

## GEO_US_BOUNDARIES.CSA
internal_point_lon: FLOAT | NULL | eg=[-92.2122365, -83.4402563]
internal_point_geom: BINARY | NULL | eg=["bytearray(b'\\x01\\x01\\x00\\x00\\x00\\x1f\\xa1fH\\x95\\rW\\xc0D\\x0f!S\\xe3Z@@')", "bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xe9\\x96\\xc2(-\\xdcT\\xc0\\xa1\\x1d&\\xd0\\x16DE@')"]
geo_id: TEXT | NULL | eg=["384", "220"]
internal_point_lat: FLOAT | NULL | eg=[32.7100624, 42.5319462]
area_water_meters: FLOAT | NULL | eg=[159703707.0, 1335029818.0]
lsad_name: TEXT | NULL | eg=["Monroe-Ruston, LA CSA", "Detroit-Warren-Ann Arbor, MI CSA"]
area_land_meters: FLOAT | NULL | eg=[7132860794.0, 16921809423.0]
msa_lsad_code: TEXT | NULL | eg=["M0"]
mtfcc_feature_class_code: TEXT | NULL | eg=["G3100"]
name: TEXT | NULL | eg=["Monroe-Ruston, LA", "Detroit-Warren-Ann Arbor, MI"]
csa_geom: BINARY | NULL | eg=["bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00t\\x11\\x00\\x00/\\x99*\\x18\\x95\\x1aW\\xc0\\x1c\\xd0\\xd2\\x15l?@@I\\xf5\\x9d_\\x94\\x1aW\\xc0\\xb5o\\xee\\xaf\\x1e?@@\\x01/3l\\x94\\x1aW\\xc0\\x8dx\\xb2\\x9b\\x19?@@*\\xc2MF\\x95\\x1aW\\xc0\\xa2(\\xd0\\'\\xf2>@@\\xe9\\xd2\\xbf$\\x95\\x1aW\\xc0\\x83-v\\xfb\\xac>@@\\xa7\\xc9\\x8c\\xb7\\x95\\x1aW\\xc0\\x9f\\x1fF\\x08\\x8f>@@\\xa1\\xf2\\xaf\\xe5\\x95\\x1aW\\xc0;Z\\xd5\\x92\\x8e>@@`\\x03\"\\xc4\\x95\\x1aW\\xc0\\xbf\\xd4\\xcf\\x9b\\x8a>@@e\\xda\\xfe\\x95\\x95\\x1aW\\xc0\\xd7\\x99B\\xe75>@@C\\x04\\x1cB\\x95\\x1aW\\xc0\\x906\\x8eX\\x8b=@@\\x90\\xa1c\\x07\\x95\\x1aW\\xc0\\xe6Z\\xb4\\x00m=@@\\xa3\\x0cU1\\x95\\x1aW\\xc0$*T7\\x17=@@H\\xdb\\xf8\\x13\\x95\\x1aW\\xc0bC7\\xfb\\x03=@@\\x8a\\xca\\x865\\x95\\x1aW\\xc0\\xbe\\xf0J\\x92\\xe7<@@ZF\\xea=\\x95\\x1aW\\xc0\\x90}\\x90e\\xc1<@@\\x00\\x15\\x8e \\x95\\x1aW\\xc09\\xc8\\xeb\\xc1\\xa4<@@\\x13\\x80\\x7fJ\\x95\\x1aW\\xc0\\xf7Ma\\xa5\\x82<@@\\xfa=\\xb1N\\x95\\x1aW\\xc0\\xdc\\xd0\\x94\\x9d~<@@\\x8a\\xca\\x865\\x95\\x1aW\\xc0\\xf4\\x8a\\xa7\\x1ei<@@\\xbf%\\x00\\xff\\x94\\x1aW\\xc0n\\'\\x11\\xe1_<@@\\xc5\\xfc\\xdc\\xd0\\x94\\x1aW\\xc0\\x1f\\xd1\\x04\\x8aX<@@*\\xc2MF\\x95\\x1aW\\xc0zPP\\x8aV<@@xE\\xf0...", "bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00f\\t\\x00\\x00Z\\x82\\x8c\\x80\\n\\xfbT\\xc0\\xd6\\x83I\\xf1\\xf1cE@\\x88\\xf1\\x9aWu\\xfbT\\xc0h\\xe0G5\\xeccE@\\x91C\\xc4\\xcd\\xa9\\xfbT\\xc0\\xbe\\xa2[\\xaf\\xe9cE@Vb\\x9e\\x95\\xb4\\xfbT\\xc0\\xc3\\x93\\xdd\\xcc\\xe8cE@\\r\\xfb=\\xb1N\\xfcT\\xc0mLOX\\xe2cE@^d\\x02~\\x8d\\xfcT\\xc0{.S\\x93\\xe0cE@\\x9d\\xb9\\x87\\x84\\xef\\xfcT\\xc0S7\\x17\\x7f\\xdbcE@\\xbc\"\\xf8\\xdfJ\\xfdT\\xc0\\x96\\xc2\\x83f\\xd7cE@\\xdf\\xc0\\xe4F\\x91\\xfdT\\xc0PJ\\x08V\\xd5cE@4\\x81\"\\x161\\xfeT\\xc0\\xe3\\x0e\\x9b\\xc8\\xcccE@\\x11\\xde\\x1e\\x84\\x80\\xfeT\\xc0\\x98\\xd9\\xe71\\xcacE@\\xf4\\xf3\\xa6\"\\x15\\xffT\\xc0Y\\xee\\xcc\\x04\\xc3cE@^*6\\xe6u\\xffT\\xc0\\x15\\xaa\\x9b\\x8b\\xbfcE@2;\\x8b\\xde\\xa9\\xffT\\xc0n)\\xe7\\x8b\\xbdcE@\\x12\\xd71\\xae\\xb8\\xffT\\xc0\\x98\\xf0K\\xfd\\xbccE@\\x06\\x83k\\xee\\xe8\\xffT\\xc0;\\x1c]\\xa5\\xbbcE@\\x11n2\\xaa\\x0c\\x00U\\xc06\\x93o\\xb6\\xb9cE@\\xe7\\xfc\\x14\\xc7\\x81\\x00U\\xc0\\xa7n.\\xfe\\xb6cE@\\xb4\\x1c\\xe8\\xa1\\xb6\\x00U\\xc0C\\xdd\\x07 \\xb5cE@(\\xd7\\x14\\xc8\\xec\\x00U\\xc0\\xb6\\x84|\\xd0\\xb3cE@\\xc7\\x82\\xc2\\xa0L\\x01U\\xc0\\x05\\x8aX\\xc4\\xb0cE@\\xca\\xd7e\\xf8O\\x01U\\xc0\\xa5\\x81\\x1f\\xd5..."]
csa_code: TEXT | NULL | eg=["384", "220"]

## GEO_US_BOUNDARIES.NATIONAL_OUTLINE
aff_geo_id: TEXT | NULL | eg=["0100000US"]
us_outline_geom: BINARY | NULL | eg=["bytearray(b'\\x01\\x06\\x00\\x00\\x00\"\\x01\\x00\\x00\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\x92\\x15\\x00\\x00c\\x9f\\xc7(O\\x04e\\xc0\\xfd}\\xc6\\x85\\x03iP@\\xe6$\\x94\\xbe\\x10\\x04e\\xc0\\x99\\x0c\\xc7\\xf3\\x19hP@\\x0f\\xd0}93\\x03e\\xc0d\\xb1M*\\x1agP@\\xc9z1\\x94\\x13\\x03e\\xc0R\\xb0\\xc6\\xd9tfP@*U\\xa2\\xec-\\x03e\\xc0E\\xf5\\xd6\\xc0VfP@\\x93Y\\x84b+\\x03e\\xc0\\x9b\\x1ah>\\xe7eP@\\x15\\x95\\xd4\\th\\x02e\\xc0\\xb5\\xf8\\x14\\x00\\xe3dP@S\\xd4`\\x1a\\x86\\x01e\\xc0Ec\\xed\\xefldP@JI\\xd6\\xe1\\xe8\\xffd\\xc0\\x7fI*S\\xcccP@c\\x83L2\\xf2\\xfed\\xc0\\x03%\\x05\\x16\\xc0cP@-\\xaf\\\\o\\x1b\\xfdd\\xc0\\xb0\\ti\\x8dAcP@\\xc5\\xe7\\x15O=\\xfbd\\xc0\\x07\\x95\\xb8\\x8eqbP@\\x0e\\x13\\rR\\xf0\\xfad\\xc0%o\\x80\\x99\\xefaP@\\xcf\\xe30\\x98\\xbf\\xf6d\\xc0Z\\x115\\xd1\\xe7_P@\\xdauoE\\xe2\\xf3d\\xc0\\x17\\xeb\\x1b\\x98\\xdc]P@\\x93Z\\xef7\\xda\\xf3d\\xc0\\xfc\\xf9\\xb6`\\xa9]P@/\\x00Tqc\\xf2d\\xc0\\t\\x1a3\\x89z\\\\P@\\x990a4+\\xefd\\xc0\\xb2g\\xcfejZP@\\x8c\\xda\\xfd*\\xc0\\xecd\\xc0\\x7f\\xbb\\xec\\xd7\\x9dYP@\\x97\\x03\\x04st\\xe5d\\xc0.\\x16\\x86\\xc8\\xe9XP@\\xa5\\x18\\xe7oB\\xe3d\\xc0\\xbf\\x9c\\xd9\\xae\\xd0XP@\\xe0\\xc3\\xece\\xdb\\xe0d\\xc0\\xaeI\\xb7%rXP@\\xa1\\xfa\\xc..."]
name: TEXT | NULL | eg=["United States"]
geo_id: TEXT | NULL | eg=["US"]

## GEO_US_BOUNDARIES.RAILWAYS
